Vehicle.TCOM,Vehicle.codetext,Vehicle.defaultText,Vehicle.indexTopo,Vehicle.vehTypeCode,EcuKind.idFamily,EcuRef.doc,EcuRef.name,EcuRef.Programmable,Filename
5,6095,MEGANE/SCEN.,0,X64,1,NJD_MSA 15_CDCE_05_A,1439,,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,1,NJD_EDC15C_00CB_18_A,1441,,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,1,NJD_EDC15C_00CB_14_A,1442,,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,1,,1456,,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,2,,206,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,2,,207,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,2,,214,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,2,,218,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,2,,219,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,2,UCE0101G,223,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,2,ABS_PSPJ64_0507_00_A,226,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,2,ABS_BOSCH _0053_00_A,234,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,2,,236,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,5,,1601,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,5,,1602,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,5,,1606,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,5,,1607,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,5,,1609,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,5,,1610,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,5,UCE2C04J,1611,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,5,UCE2C05I,1612,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,5,ABG_ACU3.8_000F_08_A,1613,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,8,,401,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,8,,402,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,8,UCE2901G,407,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,9,,1201,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,9,,1204,,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,9,BVA_DP0TA2_0001_04_A,1213,,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,9,BVA_DP0TAN_0082_0C_A,1215,,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,12,NJG_GPL200_A850_04_A,302,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,21,PNE_X64ph3_0002_04_A,2302,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,25,CAP_PILOTE_0000_00_A,2201,false,TCOM_005.Xml
5,6095,MEGANE/SCEN.,0,X64,65,,604,false,TCOM_005.Xml
8,6107,CLIO II,0,X65,1,INJ_S32J77_0000_04_A,10064,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,,7,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,,21,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,,24,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,NJE_SIR 32_E170_04_A,25,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,NJE_SIR 32_E180_08_A,26,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,NJE_SIR 32_E190_0C_A,27,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,NJE_SIR 32_E1A0_10_A,31,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,NJE_5NROBD_2425_04_A,33,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,NJE_safir2_0A0F_00_A,36,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,NJE_SIR_34_00E5_04_A,78,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,,83,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,,96,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,,97,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,NJE_S32X65_00D4_04_A,99,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,NJE_EMS34__EA20_04_A,103,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,NJE_SIM32_RD4A0_FLEX_08_A,104,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,,106,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,UCE7A06E,1402,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,,1405,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,NJD_MSA 15_CDCE_04_A,1409,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,,1415,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,,1416,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,,1417,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,UCE7A27E,1418,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,NJD_EDCVM+_0087_04_A,1427,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,K9K - X65 700 706 - X76 700,1428,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,,1430,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,NJD_MSA 15_CDCE_05_A,1439,,TCOM_008.Xml
8,6107,CLIO II,0,X65,1,K9K - X65 700 706 - X76 700,1467,,TCOM_008.Xml
8,6107,CLIO II,0,X65,2,,205,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,2,,218,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,2,,220,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,2,,221,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,2,ABS_800665_0665_18_A,239,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,,1307,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,ANT_X65Mex_0304_04_A,1317,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,,1318,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,,1319,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,,1322,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,,1323,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,,1324,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,,1333,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,,1334,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,ANT_UCHX06_0000_0F_A,1337,,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,ANT_UCHX65Mex_0003_0F_A,1338,,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,UCH trans 7.0_0007_0F_A,1342,,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,UCH trans 7.0_0001_0F_A,1343,,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,,1501,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,BIC_X06BDG_0304_04_A,1513,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,BIC_X65EXP_0304_04_A,1514,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,BIC_X65MEX_0304_04_A,1515,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,,1518,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,,1519,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,,1520,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,,1539,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,,1540,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,BIC_UCHX06_0000_0F_A,1546,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,BIC_UCHX65_0000_0F_A,1547,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,BIC_X65EXP_$0F,1550,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,4,BIC_X65MEX_$0F,1551,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,5,,1603,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,5,,1604,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,5,UCE2C01J,1605,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,5,,1615,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,8,,401,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,8,,402,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,9,,1204,,TCOM_008.Xml
8,6107,CLIO II,0,X65,9,BVA_DP0TA2_0001_04_A,1213,,TCOM_008.Xml
8,6107,CLIO II,0,X65,9,BVA_DP0TAN_0082_0C_A,1215,,TCOM_008.Xml
8,6107,CLIO II,0,X65,12,UCE7901B,301,false,TCOM_008.Xml
8,6107,CLIO II,0,X65,12,NJG_GPL200_A850_04_A,302,false,TCOM_008.Xml
10,6115,LAGUNA,0,X56,1,,8,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,1,,9,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,1,,11,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,1,,14,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,1,,19,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,1,NJD_MSA 15_00CA_04_A,1408,,TCOM_010.Xml
10,6115,LAGUNA,0,X56,1,,1412,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,2,,209,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,2,,210,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,2,ABS_MK2056_010F_01_A,211,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,2,,216,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,2,,217,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,3,,1003,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,3,,1004,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,3,,1007,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,4,,1301,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,5,,1601,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,5,,1602,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,5,,1606,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,5,,1607,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,5,,1609,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,5,,1610,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,8,,406,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,9,,1201,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,9,,1206,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,11,,1003,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,11,,1004,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,18,,505,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,18,,506,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,18,,507,false,TCOM_010.Xml
10,6115,LAGUNA,0,X56,65,,604,false,TCOM_010.Xml
13,6127,KANGOO,0,X76,1,INJ_S32J77_0000_04_A,10064,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,,7,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,,21,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,,24,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,NJE_SIR 32_E170_04_A,25,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,NJE_SIR 32_E180_08_A,26,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,NJE_SIR 32_E190_0C_A,27,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,NJE_S 2000_0101_04_A,29,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,NJE_SIR 32_E1A0_10_A,31,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,NJE_5NROBD_2425_04_A,33,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,NJE_safir2_0A0F_00_A,36,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,NJE_SIR_34_00E5_04_A,78,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,NJE_Sir 34_E553_00_A,81,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,,83,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,NJE_S2000X_7601_03_A,86,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,,94,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,,96,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,NJE_SIR 34_E932_08_A,100,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,NJE_EMS34__EA20_04_A,103,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,NJE_Sirius_34_E5_B0_A ,105,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,,106,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,NJE_EMS3134_EA600_08_L90_A,107,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,NJE_EMS3134_EA730_0C_L90_A,108,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,UCE7A06E,1402,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,,1405,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,NJD_MSA 15_CDCE_04_A,1409,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,,1415,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,,1416,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,,1417,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,UCE7A27E,1418,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,NJD_EDCVM+_0087_04_A,1427,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,K9K - X65 700 706 - X76 700,1428,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,,1430,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,,1437,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,NJD_EDC15C_X 76_10_A,1438,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,NJD_MSA 15_CDCE_05_A,1439,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,NJD_EDC15C_00CB_18_A,1441,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,NJD_EDC15C_00CB_14_A,1442,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,,1444,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,,1456,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,NJD_EDC15C_00B2_18_A,1464,,TCOM_013.Xml
13,6127,KANGOO,0,X76,1,K9K - X65 700 706 - X76 700,1467,,TCOM_013.Xml
13,6127,KANGOO,0,X76,2,,205,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,2,,206,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,2,UCE0101G,223,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,2,,231,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,4,,1307,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,4,,1509,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,5,,1601,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,5,,1602,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,5,,1606,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,5,,1607,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,5,,1609,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,5,,1610,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,5,UCE2C04J,1611,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,5,UCE2C05I,1612,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,5,ABG_ACUX76_000F_08_A,1625,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,8,,401,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,8,,402,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,9,,1204,,TCOM_013.Xml
13,6127,KANGOO,0,X76,9,BVA_DP0TA2_0001_04_A,1213,,TCOM_013.Xml
13,6127,KANGOO,0,X76,9,$0C SW14,1226,,TCOM_013.Xml
13,6127,KANGOO,0,X76,9,$0C SW17,1227,,TCOM_013.Xml
13,6127,KANGOO,0,X76,9,$0C SW1B,1228,,TCOM_013.Xml
13,6127,KANGOO,0,X76,9,$0C SW98,1229,,TCOM_013.Xml
13,6127,KANGOO,0,X76,9,$0C SWA5,1230,,TCOM_013.Xml
13,6127,KANGOO,0,X76,12,UCE7901B,301,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,12,NJG_GPL200_A850_04_A,302,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,15,VEL_Superv_0B02_00_A,2001,,TCOM_013.Xml
13,6127,KANGOO,0,X76,15,VEL_RANGE _0123_01_A,2002,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,16,OND_OndEVE_0707_00_A,2101,false,TCOM_013.Xml
13,6127,KANGOO,0,X76,56,CHA_heat02_0001_01_A,2501,false,TCOM_013.Xml
26,6172,MASTER,0,X70,1,NJD_MSA 15_CDCE_04_A,1409,,TCOM_026.Xml
26,6172,MASTER,0,X70,1,NJD_TPPEGR_00B1_04_A,1411,false,TCOM_026.Xml
26,6172,MASTER,0,X70,1,,1413,false,TCOM_026.Xml
26,6172,MASTER,0,X70,1,,1415,,TCOM_026.Xml
26,6172,MASTER,0,X70,1,,1416,,TCOM_026.Xml
26,6172,MASTER,0,X70,1,NJD_edc15C_CB05_08_A,1423,,TCOM_026.Xml
26,6172,MASTER,0,X70,1,NJD_EDC15X_70C3_0C_A,1425,,TCOM_026.Xml
26,6172,MASTER,0,X70,1,,1437,,TCOM_026.Xml
26,6172,MASTER,0,X70,1,NJD_MSA 15_CDCE_05_A,1439,,TCOM_026.Xml
26,6172,MASTER,0,X70,1,NJD_EDC15C_00CB_18_A,1441,,TCOM_026.Xml
26,6172,MASTER,0,X70,1,NJD_EDC15C_00CB_14_A,1442,,TCOM_026.Xml
26,6172,MASTER,0,X70,1,,1456,,TCOM_026.Xml
26,6172,MASTER,0,X70,1,NJD_EDC15C_7002_18_A,1457,,TCOM_026.Xml
26,6172,MASTER,0,X70,1,,1477,,TCOM_026.Xml
26,6172,MASTER,0,X70,2,,212,false,TCOM_026.Xml
26,6172,MASTER,0,X70,2,ABS_MK2070_010F_01_A,230,false,TCOM_026.Xml
26,6172,MASTER,0,X70,4,,1307,false,TCOM_026.Xml
26,6172,MASTER,0,X70,4,,1509,false,TCOM_026.Xml
26,6172,MASTER,0,X70,5,,1601,false,TCOM_026.Xml
26,6172,MASTER,0,X70,5,,1602,false,TCOM_026.Xml
26,6172,MASTER,0,X70,5,,1606,false,TCOM_026.Xml
26,6172,MASTER,0,X70,5,,1609,false,TCOM_026.Xml
26,6172,MASTER,0,X70,5,,1610,false,TCOM_026.Xml
26,6172,MASTER,0,X70,5,UCE2C04J,1611,false,TCOM_026.Xml
26,6172,MASTER,0,X70,5,UCE2C05I,1612,false,TCOM_026.Xml
26,6172,MASTER,0,X70,50,UCE0201G,903,false,TCOM_026.Xml
34,6101,TWINGO ph2,0,X06,1,INJ_S32J77_0000_04_A,10064,,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,1,,20,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,1,,21,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,1,,22,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,1,,23,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,1,,24,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,1,NJE_SIR 32_E170_04_A,25,,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,1,NJE_SIR 32_E180_08_A,26,,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,1,NJE_SIR 32_E190_0C_A,27,,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,1,NJE_S 2000_0101_04_A,29,,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,1,NJE_SIR 32_E1A0_10_A,31,,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,1,NJE_5NROBD_2425_04_A,33,,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,1,NJE_safir2_0A0E_00_A,35,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,1,,83,,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,1,,96,,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,1,,97,,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,1,NJE_S32X65_00D4_04_A,99,,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,1,NJE_SIR 34_E932_08_A,100,,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,1,NJE_Sirius_34_E5_B0_A ,105,,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,2,,208,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,2,,213,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,2,ABS_800665_0665_18_A,239,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,4,,1307,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,4,ANT_UCHX06_0304_04_A,1314,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,4,,1318,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,4,,1321,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,4,,1322,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,4,ANT_UCHX06_0000_0F_A,1337,,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,4,UCH trans 7.0_0003_0F_A,1339,,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,4,UCH trans 7.0_0007_0F_A,1340,,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,4,,1509,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,4,BIC_X06HDG_0304_04_A,1511,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,4,BIC_X06BDG_0304_04_A,1513,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,4,,1517,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,4,,1518,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,4,BIC_UCHX06_0000_0F_A,1546,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,4,UCH_BIC trans 7.0_0003_0F_A,1548,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,4,UCH_BIC trans 7.0_0007_0F_A,1549,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,5,,1601,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,5,,1602,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,5,,1606,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,5,,1607,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,5,,1609,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,5,,1610,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,5,UCE2C04J,1611,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,5,UCE2C05I,1612,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,5,ABG_ACU3.8_000F_08_A,1613,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,9,,1205,false,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,9,UCE6E01B,1207,,TCOM_034.Xml
34,6101,TWINGO ph2,0,X06,9,BVA_D4FX06_0000_08_A,1211,,TCOM_034.Xml
